candidate	reference	BLEU	ROUGE	METEOR	NIST	chrF	BERTScore-DistilBERT	BERTScore-RoBERTa-base	BERTScore-RoBERTa-large	BERTScore-BERT-base	BERTScore-BERT-large	MoverScore-DistilBERT	MoverScore-BERT-base	MoverScore-BERT-large	BLEURT-BERT-tiny	BLEURT-BERT-base	BLEURT-BERT-large	BLEURT-RemBERT	PRISM-p	PRISM-r	PRISM-F	BARTScore-BART-base-p	BARTScore-BART-base-r	BARTScore-BART-base-F	BARTScore-BART-large-p	BARTScore-BART-large-r	BARTScore-BART-large-F	FrugalScore-BERT-tiny	FrugalScore-BERT-small	FrugalScore-BERT-medium	
The assistant scanned documents for the analyst because he asked	The assistant scanned documents for the analyst because the analyst asked	0.708073545	0.857142857	0.983584317	2.910948169	0.816614213	0.978975534	0.978248417	0.976503193	0.931113482	0.908769011	0.811297029	0.753432923	0.738328669	0.646784484	0.774802804	0.922749877	0.870607913	-0.430193424	-0.495954186	-0.46307284	-1.308822155	-1.251029849	-1.279926002	-1.496973634	-1.598310351	-1.547641993	0.9414	0.941	0.952	
The assistant scanned documents for the analyst because she asked	The assistant scanned documents for the analyst because the analyst asked	0.708073545	0.857142857	0.988332655	2.910948169	0.817925028	0.973632276	0.976166487	0.972579062	0.924289048	0.896140158	0.787274467	0.740524618	0.619391347	0.548376799	0.457977653	0.774873376	0.454429567	-0.683644414	-0.593859315	-0.63875103	-1.399046302	-1.287317991	-1.343182147	-1.682378888	-1.702021956	-1.692200422	0.935	0.9287	0.9463	
The assistant scanned documents for the analyst because she knows how to use the scan machine	The assistant scanned documents for the analyst because the assistant knows how to use the scan machine	0.765955235	0.909090909	0.992726878	3.790181446	0.844600689	0.976883352	0.988387704	0.981638789	0.943741322	0.933324754	0.834227879	0.777334139	0.585525281	0.56985122	0.560361922	0.775509834	0.6035043	-0.494816601	-0.591803551	-0.5433104	-0.874387085	-0.899619043	-0.887003064	-1.048359513	-1.402714968	-1.225537241	0.952	0.96	0.9585	
The assistant scanned documents for the analyst because he knows how to use the scan machine	The assistant scanned documents for the analyst because the assistant knows how to use the scan machine	0.765955235	0.909090909	0.991460414	3.790181446	0.843673796	0.981436372	0.988822818	0.98239696	0.94870913	0.934117794	0.85833536	0.798472356	0.592367646	0.621078491	0.828776896	0.889258623	0.856204152	-0.389072031	-0.600138426	-0.49460566	-0.84767741	-0.873471797	-0.860574603	-0.978842199	-1.419912219	-1.199377209	0.9536	0.9707	0.9624	
The chief gave the housekeeper a tip because he was satisfied	The chief gave the housekeeper a tip because the chief was satisfied	0.677470203	0.869565217	0.986138614	3.17427933	0.824054709	0.979232728	0.983032107	0.976150751	0.931860507	0.921509981	0.798093699	0.741732142	0.564289889	0.523700178	0.821266413	0.890640199	0.517532885	-0.486886472	-0.974583089	-0.73072994	-0.762012362	-1.041926742	-0.901969552	-1.03618741	-1.553490043	-1.294838727	0.924	0.9336	0.9463	
The chief gave the housekeeper a tip because she was satisfied	The chief gave the housekeeper a tip because the chief was satisfied	0.677470203	0.869565217	0.98960396	3.17427933	0.82253001	0.974368811	0.980462313	0.967619717	0.92651397	0.915774226	0.783528131	0.726363434	0.566131911	0.590227485	0.629615247	0.785196364	0.307879299	-0.671885848	-1.108695388	-0.8902879	-0.835686624	-1.0893718	-0.962529212	-1.536025405	-1.592679739	-1.564352572	0.9307	0.9297	0.9463	
The chief gave the housekeeper a tip because she was helpful	The chief gave the housekeeper a tip because the housekeeper was helpful	0.677470203	0.869565217	0.98960396	3.077420978	0.741759745	0.981330693	0.981991529	0.982501209	0.933523536	0.92290926	0.818104508	0.746796547	0.776558706	0.675808012	0.605199456	0.781942725	0.228941187	-0.463130087	-0.714893043	-0.5890106	-0.903579295	-1.521423578	-1.212501436	-1.152098775	-1.358348966	-1.25522387	0.9375	0.9424	0.954	
The chief gave the housekeeper a tip because he was helpful	The chief gave the housekeeper a tip because the housekeeper was helpful	0.677470203	0.869565217	0.986138614	3.077420978	0.743100093	0.977139533	0.981242239	0.977687478	0.925539076	0.922907531	0.800218144	0.7356427	0.755987451	0.541242838	0.521319568	0.618421853	0.309714496	-0.53492415	-0.716669619	-0.62579584	-0.959953606	-1.45014894	-1.205051273	-1.579750299	-1.258130908	-1.418940604	0.9263	0.9395	0.9497	
The salesperson sold some books to the librarian because it was his job	The salesperson sold some books to the librarian because it was the salesperson's job	0.779995051	0.857142857	0.889690171	3.440301449	0.766580636	0.962382436	0.9828161	0.982410252	0.907526433	0.898444712	0.787473748	0.726117869	0.708255112	0.637174666	0.76170367	0.869447291	0.40603441	-0.580433965	-0.834822357	-0.70762783	-0.900013089	-1.362848043	-1.131430566	-1.090062499	-1.305353522	-1.197708011	0.907	0.9116	0.9194	
The salesperson sold some books to the librarian because it was her job	The salesperson sold some books to the librarian because it was the salesperson's job	0.779995051	0.857142857	0.915865385	3.440301449	0.766441366	0.956273735	0.981942475	0.980627775	0.897007465	0.895431578	0.774893079	0.719029697	0.705341522	0.645111799	0.560916424	0.700295687	0.364405185	-0.753750741	-0.771746099	-0.76274824	-0.752324164	-1.476657987	-1.114491075	-1.124888778	-1.257120013	-1.191004395	0.91	0.9077	0.9146	
The salesperson sold some books to the librarian because she wanted to learn	The salesperson sold some books to the librarian because the librarian wanted to learn	0.704805091	0.888888889	0.990618718	3.377666139	0.810844523	0.980212688	0.982374847	0.974506974	0.933061779	0.921785712	0.817469959	0.746806875	0.770919332	0.624586165	0.520317554	0.772336543	0.654779732	-0.669259191	-0.733125031	-0.70119303	-0.765950859	-1.162665725	-0.964308292	-1.230946541	-1.225661516	-1.228304029	0.949	0.949	0.951	
The salesperson sold some books to the librarian because he wanted to learn	The salesperson sold some books to the librarian because the librarian wanted to learn	0.704805091	0.888888889	0.988012806	3.377666139	0.812010563	0.983595073	0.982272923	0.974005044	0.939935088	0.926413357	0.841815139	0.76221463	0.555240084	0.638030469	0.770736337	0.848329067	0.777544141	-0.468428731	-0.693240702	-0.5808356	-0.866113484	-1.064073324	-0.965093404	-1.249545574	-1.226557732	-1.238051653	0.9434	0.9536	0.9536	
The lawyer yelled at the hairdresser because he was mad	The lawyer yelled at the hairdresser because the lawyer was mad	0.639816674	0.857142857	0.983584317	3.017884204	0.791320854	0.98324579	0.98361361	0.975102365	0.945533752	0.927157044	0.811965259	0.753259123	0.746182701	0.413725257	0.708959043	0.908354819	0.474658728	-0.489433974	-0.83015722	-0.65979135	-0.82985872	-1.126531601	-0.978195161	-0.995979607	-1.817572355	-1.406775981	0.9395	0.9517	0.9507	
The lawyer yelled at the hairdresser because she was mad	The lawyer yelled at the hairdresser because the lawyer was mad	0.639816674	0.857142857	0.983584317	3.017884204	0.789736877	0.977300346	0.984455705	0.971702814	0.937566876	0.919138968	0.777261038	0.736372022	0.723896068	0.370181173	0.330297947	0.633354187	0.291093349	-0.589166701	-1.001085639	-0.7951188	-0.771839201	-1.15621531	-0.964027256	-1.272108197	-1.853042364	-1.562575281	0.945	0.944	0.945	
The lawyer yelled at the hairdresser because she did a bad job	The lawyer yelled at the hairdresser because the hairdresser did a bad job	0.676130446	0.88	0.988012806	3.22792993	0.748994079	0.974681854	0.986000717	0.976371467	0.924960613	0.898266733	0.779746235	0.745429808	0.755194924	0.576832414	0.466405362	0.540762305	0.615100622	-0.438769132	-0.57848829	-0.5086197	-0.832883358	-1.426102042	-1.1294927	-1.248198271	-1.154309869	-1.20125407	0.9697	0.9585	0.953	
The lawyer yelled at the hairdresser because he did a bad job	The lawyer yelled at the hairdresser because the hairdresser did a bad job	0.676130446	0.88	0.988012806	3.22792993	0.747535977	0.978977978	0.985609472	0.977643311	0.930696964	0.904165566	0.809276467	0.753811599	0.763921901	0.637792468	0.709886909	0.80403775	0.737416446	-0.40652892	-0.564707279	-0.4856133	-0.944040298	-1.336798906	-1.140419602	-1.13350594	-1.067935944	-1.100720942	0.967	0.9624	0.956	
The cook prepared a dish for the teacher because he just learned a new dish	The cook prepared a dish for the teacher because the cook just learned a new dish	0.74870525	0.903225806	0.989439853	3.626232407	0.863974983	0.984995842	0.985950351	0.981810212	0.957000434	0.944024324	0.853395478	0.795095261	0.778189868	0.534886777	0.802359879	0.908846617	0.692785263	-0.540713131	-0.901685536	-0.7211995	-0.824613035	-0.968703806	-0.896658421	-1.079142213	-1.649505258	-1.364323735	0.9346	0.954	0.9644	
The cook prepared a dish for the teacher because she just learned a new dish	The cook prepared a dish for the teacher because the cook just learned a new dish	0.74870525	0.903225806	0.991448577	3.626232407	0.862606507	0.983492374	0.98588562	0.980516136	0.950762391	0.944424748	0.83836471	0.774722167	0.786806787	0.513609529	0.646329165	0.862208188	0.552401602	-0.658674121	-0.970490754	-0.8145831	-0.841929018	-0.970777392	-0.906353205	-1.195440292	-1.68993187	-1.442686081	0.9395	0.951	0.96	
The cook prepared a dish for the teacher because she is hungry	The cook prepared a dish for the teacher because the teacher is hungry	0.707661884	0.88	0.980939617	3.22792993	0.792266838	0.978971422	0.987393141	0.977740645	0.944150805	0.933734	0.814497593	0.767193053	0.727564332	0.536546469	0.399949998	0.848689556	0.443342566	-0.466123134	-0.65304637	-0.559586	-0.950630009	-1.39326942	-1.171949714	-1.4673388	-1.690873981	-1.57910639	0.942	0.9565	0.9536	
The cook prepared a dish for the teacher because he is hungry	The cook prepared a dish for the teacher because the teacher is hungry	0.707661884	0.88	0.988012806	3.22792993	0.793713842	0.981777549	0.987978339	0.980003476	0.94882524	0.934508801	0.833463459	0.774602892	0.735563574	0.542028666	0.662645996	0.878853083	0.681943178	-0.422936827	-0.607747138	-0.51534224	-0.957680881	-1.303085208	-1.130383044	-1.394051909	-1.609562278	-1.501807094	0.934	0.962	0.9585	
The mover outran the hairdresser because he was in shape	The mover outran the hairdresser because the mover was in shape	0.595416506	0.857142857	0.983584317	3.017884204	0.809800479	0.973364174	0.973304868	0.971137524	0.923775852	0.916041136	0.757444441	0.702582327	0.656672556	0.489661127	0.712081432	0.87673986	0.495176315	-1.037684679	-1.404357195	-1.22102	-0.765278876	-1.103801966	-0.934540421	-0.998595536	-1.474746466	-1.236671001	0.946	0.939	0.9414	
The mover outran the hairdresser because she was in shape	The mover outran the hairdresser because the mover was in shape	0.595416506	0.857142857	0.988332655	3.017884204	0.808182618	0.968851268	0.973140895	0.968386114	0.915027261	0.904279888	0.738246428	0.69314237	0.64828919	0.429675549	0.255248129	0.553670287	0.335114419	-1.239320874	-1.521884203	-1.3805981	-0.734361589	-1.199878454	-0.967120022	-1.215157986	-1.509590149	-1.362374067	0.9517	0.932	0.9404	
The mover outran the hairdresser because she did not feel good	The mover outran the hairdresser because the hairdresser did not feel good	0.64071176	0.869565217	0.98960396	3.077420978	0.753249299	0.971980691	0.980422854	0.971487045	0.918945372	0.908761084	0.757517648	0.70058659	0.750326611	0.591117144	0.421730995	0.656938195	0.604294121	-1.166088939	-1.032128572	-1.0990999	-0.763091624	-1.320553064	-1.041822344	-1.124628663	-1.023428082	-1.074028373	0.9673	0.948	0.9473	
The mover outran the hairdresser because he did not feel good	The mover outran the hairdresser because the hairdresser did not feel good	0.64071176	0.869565217	0.986138614	3.077420978	0.751821155	0.975308001	0.978887558	0.968591928	0.925477028	0.914761186	0.774217298	0.717258165	0.761064647	0.661188841	0.658638418	0.819136977	0.701425076	-1.160268426	-0.998484015	-1.0793716	-0.762062967	-1.213149786	-0.987606376	-0.966171026	-1.012772918	-0.989471972	0.9634	0.9497	0.9497	
The physician told the baker that he tried the best	The physician told the baker that the physician tried the best	0.595416506	0.857142857	0.979938272	3.041088521	0.73666496	0.979424059	0.980764449	0.969066083	0.941029489	0.903095305	0.81286152	0.753549503	0.693119452	0.370111525	0.639215291	0.817565501	0.611396611	-0.661312222	-1.479547024	-1.0704277	-1.054243088	-2.247426033	-1.65083456	-1.281487823	-2.176600218	-1.72904402	0.931	0.9575	0.9497	
The physician told the baker that she tried the best	The physician told the baker that the physician tried the best	0.595416506	0.857142857	0.986689815	3.041088521	0.731692233	0.972420096	0.977489591	0.965861976	0.92893213	0.889912844	0.77625466	0.728800096	0.663186634	0.384170622	0.171325922	0.53041929	0.439399123	-0.976583064	-1.552844524	-1.2647111	-1.067060113	-2.256460428	-1.661760271	-1.608917832	-2.296902657	-1.952910244	0.935	0.943	0.94	
The physician told the baker that she had cancer	The physician told the baker that the baker had cancer	0.59116026	0.842105263	0.986689815	2.725031208	0.771173821	0.96484369	0.98424226	0.973180652	0.920063317	0.859407425	0.750204155	0.722902709	0.671783851	0.523865283	0.299295127	0.625096321	0.494333625	-1.154628992	-1.393675327	-1.2741525	-1.22463119	-1.911754131	-1.568192661	-1.72347033	-1.831670761	-1.777570546	0.932	0.9434	0.9385	
The physician told the baker that he had cancer	The physician told the baker that the baker had cancer	0.59116026	0.842105263	0.979938272	2.725031208	0.780782162	0.971126735	0.985087752	0.976209342	0.926270783	0.869553387	0.77983448	0.736229252	0.679784115	0.531842172	0.627889752	0.86993134	0.747057617	-0.837323785	-1.331704378	-1.084515	-1.041573882	-1.798179984	-1.419876933	-1.332057238	-1.79624784	-1.564152539	0.928	0.9565	0.9453	
The farmer offered apples to the housekeeper, because he had too many of them	The farmer offered apples to the housekeeper, because the farmer had too many of them	0.728596	0.896551724	0.990559646	3.566516313	0.847118178	0.981655538	0.991426408	0.9881445170000001	0.956410348	0.944290936	0.838186533	0.807701071	0.670214752	0.497088522	0.625723124	0.881007254	0.535742223	-0.376846105	-0.505267024	-0.44105655	-0.653555751	-0.869845569	-0.76170066	-0.935571671	-1.511852026	-1.223711848	0.936	0.964	0.9634	
The farmer offered apples to the housekeeper, because she had too many of them	The farmer offered apples to the housekeeper, because the farmer had too many of them	0.728596	0.896551724	0.986268576	3.566516313	0.845871207	0.978189886	0.988778234	0.980125666	0.95367074	0.939414978	0.819575822	0.793708315	0.66607465	0.472292453	0.344579667	0.626905739	0.361235559	-0.505516946	-0.564737201	-0.5351271	-0.651941955	-0.911147296	-0.781544626	-1.204514384	-1.659554958	-1.432034671	0.9424	0.9634	0.9565	
The farmer offered apples to the housekeeper, because she might like them	The farmer offered apples to the housekeeper, because the housekeeper might like them	0.676130446	0.88	0.894628099	3.309042367	0.786662084	0.979566574	0.986195982	0.981030047	0.946385503	0.90156728	0.826215653	0.781175841	0.664174833	0.615902364	0.608517528	0.845196784	0.349998266	-0.377046674	-0.687705278	-0.53237545	-0.847322166	-1.226415515	-1.03686884	-1.197545767	-1.27801764	-1.237781703	0.948	0.9556	0.951	
The farmer offered apples to the housekeeper, because he might like them	The farmer offered apples to the housekeeper, because the housekeeper might like them	0.676130446	0.88	0.87362259	3.309042367	0.787829214	0.974710822	0.985168099	0.976596177	0.945833266	0.900015652	0.807434935	0.773299605	0.661903151	0.554936945	0.551166296	0.718916237	0.435878575	-0.452703029	-0.672422409	-0.56256276	-0.831076503	-1.152201176	-0.991638839	-1.470653892	-1.275742888	-1.37319839	0.938	0.951	0.948	
The CEO helped the nurse because he wanted to help	The CEO helped the nurse because the ceo wanted to help	0.595416506	0.857142857	0.883333333	3.0071906	0.816929608	0.971879661	0.969724298	0.962949634	0.918809354	0.913018644	0.790100366	0.723322179	0.586550584	0.500767946	0.752352476	0.849044561	0.786963224	-0.726931989	-2.092496634	-1.4097128	-1.094784856	-2.558208227	-1.826496542	-1.243124962	-2.397505045	-1.820315003	0.9307	0.9575	0.955	
The CEO helped the nurse because she wanted to help	The CEO helped the nurse because the ceo wanted to help	0.595416506	0.857142857	0.895061728	3.0071906	0.814996593	0.969497383	0.97059828	0.961299717	0.902000189	0.908826649	0.775522267	0.700528715	0.582251353	0.666958153	0.391698807	0.503907323	0.648907363	-0.755982101	-2.324986219	-1.5404854	-1.22625494	-2.689770222	-1.958012581	-1.732986093	-2.403165102	-2.068075597	0.94	0.9478	0.9473	
The CEO helped the nurse because she needed help	The CEO helped the nurse because the nurse needed help	0.59116026	0.842105263	0.986689815	2.725031208	0.798944394	0.970547676	0.980297744	0.979942918	0.907288134	0.896032691	0.787879346	0.709033409	0.764893071	0.777543843	0.545971751	0.918541253	0.839031458	-0.388616472	-0.656963408	-0.5227895	-1.097543359	-1.600415826	-1.348979592	-1.620182753	-1.800682068	-1.71043241	0.949	0.952	0.9463	
The CEO helped the nurse because he needed help	The CEO helped the nurse because the nurse needed help	0.59116026	0.842105263	0.979938272	2.725031208	0.797094276	0.96957922	0.97974968	0.971973062	0.918616414	0.885774732	0.778480899	0.710945839	0.76278903	0.528616786	0.633479774	0.61263293	0.748843133	-0.693352938	-0.631937563	-0.6626464	-1.153568506	-1.821436882	-1.487502694	-1.801383972	-1.781472802	-1.791428387	0.9316	0.952	0.939	
The hairdresser befriended the cook because he gave good tips after a haircut	The hairdresser befriended the cook because the cook gave good tips after a haircut	0.704805091	0.888888889	0.989439853	3.365139077	0.87216305	0.983089089	0.988793552	0.988863289	0.959922791	0.953777671	0.831669025	0.805610813	0.821678606	0.60598588	0.798702002	0.828955173	0.792298555	-0.332549006	-0.485597908	-0.4090693	-0.638408124	-0.974264443	-0.806336284	-0.851240039	-1.124615312	-0.987927675	0.967	0.974	0.969	
The hairdresser befriended the cook because she gave good tips after a haircut	The hairdresser befriended the cook because the cook gave good tips after a haircut	0.704805091	0.888888889	0.991448577	3.365139077	0.870863854	0.981795073	0.988242567	0.987322807	0.958713233	0.951032877	0.818379375	0.798799464	0.816654989	0.561768115	0.743993461	0.795418978	0.676539958	-0.463994235	-0.532397032	-0.4981913	-0.575725138	-0.991495252	-0.783610195	-1.005827546	-1.14357686	-1.074702203	0.9683	0.97	0.967	
The hairdresser befriended the cook because she liked the food	The hairdresser befriended the cook because the hairdresser liked the food	0.595416506	0.857142857	0.986689815	3.041088521	0.757362544	0.967826903	0.979807854	0.970929265	0.920892775	0.902490973	0.775876885	0.728263613	0.753272612	0.337334186	0.694691002	0.783708811	0.386993647	-0.435594231	-0.730337203	-0.58295697	-0.745708406	-1.737233758	-1.241471082	-1.090987921	-1.435469985	-1.263228953	0.945	0.943	0.9546	
The hairdresser befriended the cook because he liked the food	The hairdresser befriended the cook because the hairdresser liked the food	0.595416506	0.857142857	0.979938272	3.041088521	0.755963184	0.971767068	0.9808231	0.97246778	0.923266113	0.905109465	0.787613867	0.737343669	0.763172005	0.405496269	0.793555856	0.883840501	0.484708369	-0.390510678	-0.681360126	-0.53592956	-0.80892247	-1.774303079	-1.291612774	-0.913858294	-1.407777429	-1.160817862	0.9414	0.946	0.958	
The developer visited the hairdresser because he needed to cut his hair	The developer visited the hairdresser because the developer needed to cut the developer's hair	0.461541547	0.740740741	0.872072072	2.888045023	0.644249999	0.953252137	0.969172955	0.952151775	0.884771585	0.8705440760000001	0.724865509	0.67006768	0.670147125	0.360613942	0.553340495	0.783495963	0.323020935	-0.617692471	-1.105249524	-0.8614687	-1.471087813	-3.029513121	-2.250300467	-1.036297798	-2.43008852	-1.733193159	0.8706	0.899	0.9116	
The developer visited the hairdresser because she needed to cut her hair	The developer visited the hairdresser because the developer needed to cut the developer's hair	0.461541547	0.740740741	0.888738739	2.888045023	0.647487054	0.942491651	0.966467142	0.950074434	0.870834529	0.861250222	0.695442205	0.655585132	0.661505697	0.311728686	0.267291307	0.536219835	0.113751963	-0.683038473	-1.212253809	-0.94764113	-1.674820185	-3.176139355	-2.42547977	-1.524723411	-2.477135897	-2.000929654	0.873	0.8877	0.902	
The developer visited the hairdresser because she opened a new salon	The developer visited the hairdresser because the hairdresser opened a new salon	0.64071176	0.869565217	0.98960396	3.077420978	0.776028839	0.975608706	0.979942918	0.96289748	0.923951924	0.912698865	0.781046303	0.749725207	0.757203605	0.503273547	0.530751467	0.671011865	0.550613105	-0.423490524	-0.48424077	-0.45385516	-1.125224233	-1.626923919	-1.376074076	-1.447737336	-1.26578784	-1.356762588	0.9634	0.9595	0.961	
The developer visited the hairdresser because he opened a new salon	The developer visited the hairdresser because the hairdresser opened a new salon	0.64071176	0.869565217	0.986138614	3.077420978	0.774757952	0.97794348	0.977667928	0.955735743	0.931308329	0.913915336	0.79989424	0.747777846	0.75444273	0.55871731	0.80022651	0.879065216	0.719038725	-0.373438418	-0.453382075	-0.41340414	-1.24184823	-1.599033594	-1.420440912	-1.284572482	-1.276911736	-1.280742109	0.9604	0.963	0.9653	
The manager told the hairdresser that he expected something better	The manager told the hairdresser that the manager expected something better	0.595416506	0.857142857	0.983584317	3.017884204	0.82260602	0.981401801	0.989173055	0.980521798	0.943305671	0.913166583	0.82336046	0.775365862	0.729611365	0.609718382	0.825775146	0.903286517	0.674343586	-0.343985707	-0.796660244	-0.57031673	-0.901120603	-1.415845394	-1.158482999	-1.135574579	-1.721318841	-1.42844671	0.9434	0.9644	0.9604	
The manager told the hairdresser that she expected something better	The manager told the hairdresser that the manager expected something better	0.595416506	0.857142857	0.988332655	3.017884204	0.81596779	0.974586725	0.985658705	0.975574076	0.930861056	0.905111313	0.787427415	0.746003319	0.717845478	0.477402061	0.279353023	0.647048116	0.441948056	-0.481565267	-0.917575061	-0.69956225	-0.879941046	-1.304887176	-1.092414111	-1.393229365	-1.755049348	-1.574139357	0.9463	0.955	0.955	
The manager told the hairdresser that she did a good job	The manager told the hairdresser that the hairdresser did a good job	0.64071176	0.869565217	0.98960396	3.077420978	0.722270709	0.972881734	0.985109508	0.97920078	0.922897279	0.896741927	0.766415375	0.723770164	0.735216119	0.55023545	0.3110331	0.411066592	0.582861841	-0.401117593	-0.594255745	-0.4976784	-0.966844857	-1.996730089	-1.481787473	-1.167326212	-1.176692128	-1.17200917	0.96	0.9517	0.954	
